id,name,type,entry_created,entry_updated,trend_description,industry,platform,is_active,trend_image
57,One Golden Summer,Book,6/25/25 18:11,7/17/25 14:56,"BookTok is falling headfirst into the warm, wistful world of One Golden Summer by Carley Fortune, and this trend is the literary equivalent of a sunset that lingers a little too long. Set against soft music and sunlit visuals, creators are posting aesthetic videos of beach days, annotated pages, and teary-eyed reactions as they share how this book made them feel everything — all at once.",2,tiktok,0,template_trends/one_golden_summer.png
58,Watermelon Sandwich,Food Recipe,6/25/25 18:11,7/17/25 14:54,"TikTok has done it again — introducing the unexpectedly viral (and surprisingly refreshing) Watermelon Sandwich. This trend is all about creators trying out or reacting to this sweet-meets-savory recipe that’s taking FYPs by storm. Whether it's paired with cream cheese, feta, mint, or even hot honey, the watermelon sandwich is sparking curiosity, confusion, and a whole lot of “wait… this actually slaps?""",3,tiktok,0,template_trends/watermelon_sandwich.png
56,What my skin ate for breakfast,Skincare Routine,6/25/25 18:11,7/17/25 14:56,"This trend is serving glow goals with a side of aesthetic satisfaction. Creators are showcasing their morning skincare routines under the playful caption: “What my skin ate for breakfast” — turning serums, creams, and SPF into a visually delicious lineup of beauty bites.

Each clip is a soft, satisfying montage of product textures, glowy application shots, and perfectly styled vanity setups. From hydrating toners to vitamin C serums and barrier-repair moisturizers, it’s a full skincare feast that gives your skin the nourishment it craves — and your FYP the calm it needs.",1,tiktok,0,template_trends/what_my_skin_ate_for_breakfast.png
59,Layered Tank Tops,Fashion Style,6/25/25 18:12,8/21/25 5:43,"Y2K is still winning — and the latest fashion flashback taking over TikTok is the layered tank top trend. Creators are bringing back the iconic early 2000s look of stacking tanks on tanks, mixing colors, lengths, and textures to recreate the effortlessly cool, slightly chaotic energy of teen movie wardrobes and Disney Channel red carpets.",6,tiktok,0,template_trends/layered_tank_tops.png
60,Running Out of Time,Lyrics,6/27/25 2:18,8/21/25 5:43,"With SZA’s “We're Running Out of Time” as the hauntingly beautiful lyric, this trend is all about embracing life’s fleeting moments and making the most of the now. Creators use this trend to share intimate clips — from golden hour walks to solo adventures, spontaneous laughter, or quiet, reflective mornings — reminding viewers to stop waiting and start living.

Whether it’s chasing your dreams, prioritizing peace, or simply romanticizing the ordinary, this trend blends raw vulnerability with soft aesthetics. It’s a digital journal of urgency and gratitude, wrapped in a dreamy, time-sensitive filter.",5,tiktok,0,template_trends/running_out_of_time.png
61,Dame Un GRR Glam,Makeup Transition,6/27/25 2:19,7/17/25 14:57,"This trend is pure attitude in motion. Set to the bold, high-energy track """"Dame Un GRR,"""" creators are using the beat drop as the perfect cue for dramatic makeup transitions — starting bare-faced or casual, then snapping into full glam with fierce confidence and flawless looks.

It’s all about transformation, precision, and timing. Whether it’s glittery eyes, bold lips, or full contour slay, the sudden shift from soft to powerful perfectly matches the energy of the track. Each “GRR” is a statement: you’re not just showing off makeup — you’re unleashing a whole new vibe.",1,tiktok,0,template_trends/dame_un_grr_glam.png
63,Sunrise on the Reaping,Book,6/27/25 2:19,7/17/25 14:56,"BookTok and film fans alike are buzzing as Sunrise on the Reaping, the next chapter in the Hunger Games universe, steps into the spotlight — and the excitement only exploded with the casting reveal. This trend captures that electric moment when long-time fans relive their Panem obsession, post reactions to the casting news, and romanticize the upcoming chaos with edits, quotes, and theories.",2,tiktok,0,template_trends/sunrise_on_the_reaping.png
62,Sunrise on the Reaping,Book,6/27/25 2:19,7/8/25 15:02,,,,0,
65,Boho is Back,Fashion Aesthetic,6/27/25 2:20,8/21/25 5:43,"The Boho Aesthetic is making a dreamy, free-spirited comeback on TikTok, and this trend is all about soft silhouettes, earthy tones, and effortlessly layered textures. Creators are curating looks that blend vintage romance with a modern twist — think flowy maxi skirts, crochet tops, fringe bags, floppy hats, and barefoot energy (bonus points for sun-drenched backdrops and acoustic soundtracks).

More than just a style, boho is a vibe — relaxed, soulful, and rooted in wanderlust. Whether it’s styled for summer markets, music festivals, or slow-living mornings, this trend is bringing back that carefree spirit with a side of curated chic.",6,tiktok,0,template_trends/boho_is_back.png
64,Chipotle Chicken Tacos,Food Recipe,6/27/25 2:20,7/17/25 14:54,"TikTok’s taste buds are officially locked in on the flavor-packed, mouthwatering Chipotle Chicken Tacos — and this trend is serving spice, crunch, and crave-worthy content. With smoky chipotle-marinated chicken, crispy tortillas, melty cheese, and zesty toppings, creators are showing off their sizzling creations with step-by-step clips and satisfying bite shots that make viewers instantly hungry.",3,tiktok,0,template_trends/chipotle_chicken_taocs.png
67,Ballerina Capuccina,AI Memes,6/28/25 2:08,8/21/25 5:43,"TikTok has entered its AI fever dream era, and the result? Hilariously surreal, beautifully bizarre AI-generated memes — all set to the delicate, dramatic notes of “Ballerina Capuccina.” This trend pairs over-the-top, oddly specific captions with uncanny AI visuals, creating a contrast between poetic elegance and meme-worthy absurdity.",5,,0,template_trends/ballerina_capuccina.png
66,Happy Birthday Grimace,Humor,6/28/25 2:08,8/21/25 5:43,"Just when we thought TikTok had moved on, the chaotic, oddly emotional, and absolutely iconic “Happy Birthday Grimace” trend is making a glorious return — and it’s weirder, wilder, and more purple than ever. What started as a quirky celebration of McDonald’s beloved purple mascot last year has become a cult favorite comeback, with creators once again toasting Grimace’s birthday in hilariously dramatic, surreal, and sometimes dark videos.",8,tiktok,0,template_trends/happy_birthday_grimace.png
68,Big Mac One Minute Challenge,Tiktok Challenge,6/28/25 2:09,7/17/25 14:55,"McDonald's fans and food lovers, brace yourselves — the Big Mac Challenge is taking over TikTok, and the rules are simple but savage: eat one Big Mac in just 60 seconds. It’s fast food meets fastest hands, with creators getting tagged, nominated, and hyped up to conquer the towering layers of the iconic burger — all while racing against the clock.

From intense countdowns to hilarious fails and unexpected wins, this challenge blends high-stakes munching with pure entertainment. Whether they’re confidently prepping or instantly regretting, participants make it a full-on event — complete with messy bites, speed-eating strategy, and the sweet taste of digital glory.

One burger. One minute. Zero chill.
Are you up for the Mac Attack? 🍔💥",3,tiktok,0,template_trends/big_mac_one_minute_challenge.png
69,Gabriela-inspired Makeup,Makeup Style,6/28/25 2:09,7/17/25 14:57,"Bold, beautiful, and blooming with power — the Gabriela-inspired makeup look by Katseye is taking over TikTok as creators recreate this fierce and feminine glam. Inspired by the strength, softness, and spirit of the iconic Filipina figure Gabriela Silang, this trend blends fierce eyeliner, flushed cheeks, and soft rosy tones to channel a modern-day warrior with a romantic edge.",1,tiktok,0,template_trends/gabriela-inspired_makeup.png
70,Complicated Dance Vibes,Dance Challenge,6/28/25 2:10,8/21/25 5:43,"The early 2000s are alive and kicking on TikTok, thanks to the viral dance trend to Avril Lavigne’s “Complicated.” With a touch of sass, a bit of throwback angst, and some effortlessly cool moves, creators are serving Y2K energy while dancing to the pop-punk anthem that raised a generation.",5,tiktok,0,template_trends/complicated_dance_vibes.png
71,Sounds like Love,Book,6/28/25 2:10,8/21/25 5:44,"TikTok readers are swooning (and sobbing) over the emotional whirlwind that is Sounds Like Love, the book that’s quietly stealing hearts and hitting deep. This trend is filled with soft visuals, annotated pages, and tear-streaked reactions as creators share how this story perfectly captures the ache of letting go, finding yourself, and learning to love again — slowly, and on your own terms.",2,tiktok,0,template_trends/sounds_like_love.png
73,More is More,Fashion Style,6/28/25 2:12,8/21/25 5:44,"Subtle? Never heard of her. TikTok is going all out with the Maximalism Fashion trend — a bold, fearless celebration of color, texture, and too much of everything (in the best way). Creators are showing off outfits that clash on purpose, layer like art, and turn sidewalks into runways. Think statement prints, chunky accessories, glitter, feathers, frills — all in one fit.",6,tiktok,0,template_trends/more_is_more.png
72,Protein S'mores,Food Recipe,6/28/25 2:12,7/17/25 14:55,"TikTok has found the ultimate way to treat yourself and hit your macros — say hello to the Protein S’mores trend. This viral recipe remix takes the nostalgic campfire classic and gives it a high-protein glow-up, combining gooey marshmallows, rich chocolate, and protein-packed ingredients that are equal parts indulgent and gym-approved.",3,tiktok,0,template_trends/protein_smores.png
74,The Wedding People,Book,6/28/25 17:18,8/21/25 5:44,"BookTok is officially obsessed with The Wedding People, the novel that mixes mystery, drama, and emotional depth — all set against the glitzy backdrop of a luxurious seaside wedding. This trend features creators sharing their gasps, favorite quotes, and post-read spirals as they dive into a story that’s anything but predictable.",2,tiktok,0,template_trends/the_wedding_people.png
76,Boat Shoe Summer,Fashion Item,6/28/25 17:19,8/21/25 5:44,"Just when you thought they were retired to yacht clubs and coastal closets forever — boat shoes are making a stylish comeback, and TikTok is sailing full speed into the trend. Perfectly timed for summer, creators are styling these once-preppy staples in fresh, modern ways: with breezy linen pants, flowy skirts, oversized button-downs, and that effortless “just stepped off a sailboat” energy.

From vintage Ralph Lauren vibes to coastal granddaughter aesthetics, Boat Shoe Summer is a revival of comfort, class, and carefree charm. Whether you’re actually on the water or just dressing like it, these shoes are your passport to a laid-back yet polished summer look.",6,tiktok,0,template_trends/boat_shoe_summer.png
